,Unnamed: 0,genre,artist,song,lyrics
8997,4181,Rock,The Darkness,I Believe in a Thing Called Lo,"I wanna kiss you every minute, every hour, every day."
8998,4182,Rock,The Darkness,I Believe in a Thing Called Lo,"You got me in a spin, but everything is a, okay!"
8999,4184,Rock,The Darkness,I Believe in a Thing Called Lo,"Touching you, touching me."
9000,4185,Rock,The Darkness,I Believe in a Thing Called Lo,Touching you cause you're touching me.
9001,4187,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
9002,4188,Rock,The Darkness,I Believe in a Thing Called Lo,Just listen to the rhythm of my heart.
9003,4189,Rock,The Darkness,I Believe in a Thing Called Lo,There's a chance we could make it now.
9004,4190,Rock,The Darkness,I Believe in a Thing Called Lo,We'll be rocking till the Sun goes down.
9005,4191,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
9006,4193,Rock,The Darkness,I Believe in a Thing Called Lo,"Touching you, touching me."
9007,4194,Rock,The Darkness,I Believe in a Thing Called Lo,"Touching you, God, you're touching me."
9008,4196,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
9009,4197,Rock,The Darkness,I Believe in a Thing Called Lo,Just listen to the rhythm of my heart.
9010,4198,Rock,The Darkness,I Believe in a Thing Called Lo,There's a chance we could make it now.
9011,4199,Rock,The Darkness,I Believe in a Thing Called Lo,We'll be rocking till the Sun goes down.
9012,4200,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
9013,4202,Rock,Sammy Hagar,I Can't Drive ,"One foot on the brake and one on the gas, hey"
9014,4203,Rock,Sammy Hagar,I Can't Drive ,"Well, there's too much traffic, I can't pass, no"
9015,4204,Rock,Sammy Hagar,I Can't Drive ,So I tried my best illegal move
9016,4205,Rock,Sammy Hagar,I Can't Drive ,"Well, baby, black and white come and touched my groove again"
9017,4207,Rock,Sammy Hagar,I Can't Drive ,Gonna write me up a 125
9018,4208,Rock,Sammy Hagar,I Can't Drive ,Post my face wanted dead or alive
9019,4209,Rock,Sammy Hagar,I Can't Drive ,"Take my license, all that jive"
9020,4210,Rock,Sammy Hagar,I Can't Drive ,"I can't drive 55, oh no"
9021,4212,Rock,Sammy Hagar,I Can't Drive ,"So I signed my name on number 24, hey"
9022,4213,Rock,Sammy Hagar,I Can't Drive ,"Yeah, the judge said, ""Boy, just one more"
9023,4214,Rock,Sammy Hagar,I Can't Drive ,"We're gonna throw your ass in the city joint"""
9024,4215,Rock,Sammy Hagar,I Can't Drive ,"Looked me in the eye, said, ""You get my point?"""
9025,4216,Rock,Sammy Hagar,I Can't Drive ,"I said, ""Yeah, oh yeah"""
9026,4218,Rock,Sammy Hagar,I Can't Drive ,Write me up a 125
9027,4219,Rock,Sammy Hagar,I Can't Drive ,Post my face wanted dead or alive
9028,4220,Rock,Sammy Hagar,I Can't Drive ,"Take my license, all that jive"
9029,4221,Rock,Sammy Hagar,I Can't Drive ,"I can't drive 55, oh, yeah"
9030,4223,Rock,Sammy Hagar,I Can't Drive ,I can't drive 55
9031,4224,Rock,Sammy Hagar,I Can't Drive ,I can't drive 55
9032,4225,Rock,Sammy Hagar,I Can't Drive ,I can't drive 55
9033,4226,Rock,Sammy Hagar,I Can't Drive ,I can't drive 55
9034,4228,Rock,Sammy Hagar,I Can't Drive ,"When I drive that slow, you know it's hard to steer"
9035,4229,Rock,Sammy Hagar,I Can't Drive ,And I can't get get my care out of second gear
9036,4230,Rock,Sammy Hagar,I Can't Drive ,What used to take two hours now takes all day
9037,4231,Rock,Sammy Hagar,I Can't Drive ,It took me 16 hours to get to L.A.
9038,4233,Rock,Sammy Hagar,I Can't Drive ,Gonna write me up a 125
9039,4234,Rock,Sammy Hagar,I Can't Drive ,Post my face wanted dead or alive
9040,4235,Rock,Sammy Hagar,I Can't Drive ,"Take my license, all that jive"
9041,4236,Rock,Sammy Hagar,I Can't Drive ,"I can't drive 55, no, no, no"
9042,4238,Rock,Sammy Hagar,I Can't Drive ,I can't drive
9043,4239,Rock,Sammy Hagar,I Can't Drive ,(I can't drive 55)
9044,4240,Rock,Sammy Hagar,I Can't Drive ,I can't drive
9045,4241,Rock,Sammy Hagar,I Can't Drive ,(I can't drive 55)
9046,4242,Rock,Sammy Hagar,I Can't Drive ,I can't drive 55
9047,4244,Rock,Kansas,Carry on Wayward S,Carry on my wayward son
9048,4245,Rock,Kansas,Carry on Wayward S,There'll be peace when you are done
9049,4246,Rock,Kansas,Carry on Wayward S,Lay your weary head to rest
9050,4247,Rock,Kansas,Carry on Wayward S,Don't you cry no more
9051,4249,Rock,Kansas,Carry on Wayward S,Once I rose above the noise and confusion
9052,4250,Rock,Kansas,Carry on Wayward S,Just to get a glimpse beyond this illusion
9053,4251,Rock,Kansas,Carry on Wayward S,"I was soaring ever higher, but I flew too high"
9054,4253,Rock,Kansas,Carry on Wayward S,Though my eyes could see I still was a blind man
9055,4254,Rock,Kansas,Carry on Wayward S,Though my mind could think I still was a madman
9056,4255,Rock,Kansas,Carry on Wayward S,"I hear the voices when I'm dreaming, I could hear them say"
9057,4257,Rock,Kansas,Carry on Wayward S,Carry on my wayward son
9058,4258,Rock,Kansas,Carry on Wayward S,There'll be peace when you are done
9059,4259,Rock,Kansas,Carry on Wayward S,Lay your weary head to rest
9060,4260,Rock,Kansas,Carry on Wayward S,Don't you cry no more
9061,4262,Rock,Kansas,Carry on Wayward S,Masquerading as a man with a reason
9062,4263,Rock,Kansas,Carry on Wayward S,My charade is the event of the season
9063,4264,Rock,Kansas,Carry on Wayward S,And if I claim to be a wise man
9064,4265,Rock,Kansas,Carry on Wayward S,It surely means that I don't know
9065,4267,Rock,Kansas,Carry on Wayward S,On the stormy sea of moving emotion
9066,4268,Rock,Kansas,Carry on Wayward S,Tossed about I'm like a ship on the ocean
9067,4269,Rock,Kansas,Carry on Wayward S,I set a course for winds of fortune
9068,4270,Rock,Kansas,Carry on Wayward S,But I hear the voices say
9069,4272,Rock,Kansas,Carry on Wayward S,Carry on my wayward son
9070,4273,Rock,Kansas,Carry on Wayward S,There'll be peace when you are done
9071,4274,Rock,Kansas,Carry on Wayward S,Lay your weary head to rest
9072,4275,Rock,Kansas,Carry on Wayward S,Don't you cry no more
9073,4277,Rock,Kansas,Carry on Wayward S,"Carry on, you will always remember"
9074,4278,Rock,Kansas,Carry on Wayward S,"Carry on, nothing equals the splendor"
9075,4279,Rock,Kansas,Carry on Wayward S,Now your life's no longer empty
9076,4280,Rock,Kansas,Carry on Wayward S,Surely heaven waits for you
9077,4282,Rock,Kansas,Carry on Wayward S,Carry on my wayward son
9078,4283,Rock,Kansas,Carry on Wayward S,There'll be peace when you are done
9079,4284,Rock,Kansas,Carry on Wayward S,Lay your weary head to rest
9080,4285,Rock,Kansas,Carry on Wayward S,"Don't you cry, don't you cry no more"
9081,4286,Rock,Kansas,Carry on Wayward S,No more
9082,4288,Rock,Autograph,Turn Up the Rad,Ooh yeah
9083,4289,Rock,Autograph,Turn Up the Rad,Turn it up
9084,4290,Rock,Autograph,Turn Up the Rad,Come on
9085,4292,Rock,Autograph,Turn Up the Rad,"I'm working hard, you're working too"
9086,4293,Rock,Autograph,Turn Up the Rad,We do it every day
9087,4294,Rock,Autograph,Turn Up the Rad,For every minute I have to work
9088,4295,Rock,Autograph,Turn Up the Rad,I need a minute of play
9089,4297,Rock,Autograph,Turn Up the Rad,"Day in, day out, all week long"
9090,4298,Rock,Autograph,Turn Up the Rad,Things go better with rock
9091,4299,Rock,Autograph,Turn Up the Rad,The only time I turn it down
9092,4300,Rock,Autograph,Turn Up the Rad,Is when I'm sleepin' it off
9093,4302,Rock,Autograph,Turn Up the Rad,Turn up the radio
9094,4303,Rock,Autograph,Turn Up the Rad,"I need the music, gimme some more"
9095,4304,Rock,Autograph,Turn Up the Rad,Turn up the tape machine
9096,4305,Rock,Autograph,Turn Up the Rad,I wanna feel it and you know what I mean
9097,4307,Rock,Autograph,Turn Up the Rad,Now listen
9098,4308,Rock,Autograph,Turn Up the Rad,"I wanna shake, I wanna dance"
9099,4309,Rock,Autograph,Turn Up the Rad,"So count it of one, two, three"
9100,4310,Rock,Autograph,Turn Up the Rad,"I hear the beat, I'm in a trance"
9101,4311,Rock,Autograph,Turn Up the Rad,No better place to be
9102,4313,Rock,Autograph,Turn Up the Rad,"Daytime, nighttime, anytime"
9103,4314,Rock,Autograph,Turn Up the Rad,Things go better with rock
9104,4315,Rock,Autograph,Turn Up the Rad,I'm goin' twenty four hours a day
9105,4316,Rock,Autograph,Turn Up the Rad,I can't seem to stop
9106,4318,Rock,Autograph,Turn Up the Rad,Turn up the radio
9107,4319,Rock,Autograph,Turn Up the Rad,"I need the music, gimme some more"
9108,4320,Rock,Autograph,Turn Up the Rad,Turn up the tape machine
9109,4321,Rock,Autograph,Turn Up the Rad,I wanna feel it and you know what I mean
9110,4323,Rock,Autograph,Turn Up the Rad,Turn up the radio
9111,4324,Rock,Autograph,Turn Up the Rad,"I need the music, gimme some more"
9112,4325,Rock,Autograph,Turn Up the Rad,Turn up the tape machine
9113,4326,Rock,Autograph,Turn Up the Rad,"I wanna feel it and you know what I mean, yeah"
9114,4328,Rock,Autograph,Turn Up the Rad,Turn up the radio
9115,4329,Rock,Autograph,Turn Up the Rad,"I need the music, gimme some more"
9116,4330,Rock,Autograph,Turn Up the Rad,Turn up the tape machine
9117,4331,Rock,Autograph,Turn Up the Rad,I wanna feel it and you know what I mean
9118,4333,Rock,Autograph,Turn Up the Rad,Turn up the radio
9119,4334,Rock,Autograph,Turn Up the Rad,"I need the music, gimme some more"
9120,4335,Rock,Autograph,Turn Up the Rad,Turn up the tape machine
9121,4336,Rock,Autograph,Turn Up the Rad,I wanna feel it and you know what I mean
9122,4338,Rock,Autograph,Turn Up the Rad,Turn up the radio
9123,4339,Rock,Autograph,Turn Up the Rad,Turn up the radio
9124,4341,Rock,Autograph,Turn Up the Rad,Turn that thing on
9125,4343,Rock,Grand Funk Railroad,We're an American Ba,Out on the road for forty days
9126,4344,Rock,Grand Funk Railroad,We're an American Ba,Last night in Little Rock put me in a haze
9127,4345,Rock,Grand Funk Railroad,We're an American Ba,"Sweet, doin' her act"
9128,4346,Rock,Grand Funk Railroad,We're an American Ba,She had the whole show and that's a natural fact
9129,4348,Rock,Grand Funk Railroad,We're an American Ba,Up all night with
9130,4349,Rock,Grand Funk Railroad,We're an American Ba,"I got to tell you, poker's his thing"
9131,4350,Rock,Grand Funk Railroad,We're an American Ba,Booze and ladies keep me right
9132,4351,Rock,Grand Funk Railroad,We're an American Ba,As long as we can make it to the show tonight
9133,4353,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9134,4354,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9135,4355,Rock,Grand Funk Railroad,We're an American Ba,We're comin' to your town
9136,4356,Rock,Grand Funk Railroad,We're an American Ba,We'll help you party it down
9137,4357,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9138,4359,Rock,Grand Funk Railroad,We're an American Ba,Four young chiquitas in Omaha
9139,4360,Rock,Grand Funk Railroad,We're an American Ba,Waitin' for the band to return from the show
9140,4361,Rock,Grand Funk Railroad,We're an American Ba,"Feelin' good, feelin' right, it's Saturday night"
9141,4362,Rock,Grand Funk Railroad,We're an American Ba,"The hotel detective, he was outta sight"
9142,4364,Rock,Grand Funk Railroad,We're an American Ba,"Now these fine ladies, they had a plan"
9143,4365,Rock,Grand Funk Railroad,We're an American Ba,They was out to meet the boys in the band
9144,4366,Rock,Grand Funk Railroad,We're an American Ba,"They said, ""Come on, dudes. Let's get it on"""
9145,4367,Rock,Grand Funk Railroad,We're an American Ba,And we proceeded to tear that hotel down
9146,4369,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9147,4370,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9148,4371,Rock,Grand Funk Railroad,We're an American Ba,We're comin' to your town
9149,4372,Rock,Grand Funk Railroad,We're an American Ba,We'll help you party it down
9150,4373,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9151,4375,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9152,4376,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9153,4377,Rock,Grand Funk Railroad,We're an American Ba,We're comin' to your town
9154,4378,Rock,Grand Funk Railroad,We're an American Ba,We'll help you party it down
9155,4379,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9156,4381,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9157,4382,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9158,4383,Rock,Grand Funk Railroad,We're an American Ba,We're comin' to your town
9159,4384,Rock,Grand Funk Railroad,We're an American Ba,We'll help you party it down
9160,4385,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9161,4387,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9162,4388,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9163,4389,Rock,Grand Funk Railroad,We're an American Ba,We're comin' to your town
9164,4390,Rock,Grand Funk Railroad,We're an American Ba,We'll help you party it down
9165,4391,Rock,Grand Funk Railroad,We're an American Ba,We're an American band
9166,4393,Rock,Grand Funk Railroad,We're an American Ba,"We're an American band, wooh"
9167,4394,Rock,Grand Funk Railroad,We're an American Ba,"We're an American band, wooh"
9168,4395,Rock,Grand Funk Railroad,We're an American Ba,"We're an American band, wooh"
9169,0,Hip Hop/Rap,Run D.M.C.,Walk This W,Backstroke lover always hidin' 'neath the covers
9170,1,Hip Hop/Rap,Run D.M.C.,Walk This W,"Till I talked to your daddy, he say"
9171,2,Hip Hop/Rap,Run D.M.C.,Walk This W,"He said ""you ain't seen nothin' till you're down on a muffin"
9172,3,Hip Hop/Rap,Run D.M.C.,Walk This W,"Then you're sure to be a-changin' your ways"""
9173,4,Hip Hop/Rap,Run D.M.C.,Walk This W,"I met a cheerleader, was a real young bleeder"
9174,5,Hip Hop/Rap,Run D.M.C.,Walk This W,"Oh, the times I could reminisce"
9175,6,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause the best things of lovin' with her sister and her cousin
9176,7,Hip Hop/Rap,Run D.M.C.,Walk This W,Only started with a little kiss
9177,8,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
9178,10,Hip Hop/Rap,Run D.M.C.,Walk This W,Seesaw swingin' with the boys in the school
9179,11,Hip Hop/Rap,Run D.M.C.,Walk This W,And your feet flyin' up in the air
9180,12,Hip Hop/Rap,Run D.M.C.,Walk This W,"Singin' ""hey diddle diddle"""
9181,13,Hip Hop/Rap,Run D.M.C.,Walk This W,With your kitty in the middle of the swing
9182,14,Hip Hop/Rap,Run D.M.C.,Walk This W,Like you didn't care
9183,15,Hip Hop/Rap,Run D.M.C.,Walk This W,So I took a big chance at the high school dance
9184,16,Hip Hop/Rap,Run D.M.C.,Walk This W,With a missy who was ready to play
9185,17,Hip Hop/Rap,Run D.M.C.,Walk This W,Wasn't me she was foolin'
9186,18,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause she knew what she was doin'
9187,19,Hip Hop/Rap,Run D.M.C.,Walk This W,And I knowed love was here to stay
9188,20,Hip Hop/Rap,Run D.M.C.,Walk This W,When she told me to
9189,22,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9190,23,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9191,24,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9192,25,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9193,26,Hip Hop/Rap,Run D.M.C.,Walk This W,Just gimme a kiss
9194,27,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
9195,29,Hip Hop/Rap,Run D.M.C.,Walk This W,Schoolgirl sweetie with a classy kinda sassy
9196,30,Hip Hop/Rap,Run D.M.C.,Walk This W,Little skirt's climbin' way up the knee
9197,31,Hip Hop/Rap,Run D.M.C.,Walk This W,There was three young ladies in the school gym locker
9198,32,Hip Hop/Rap,Run D.M.C.,Walk This W,When I noticed they was lookin' at me
9199,33,Hip Hop/Rap,Run D.M.C.,Walk This W,"I was a high school loser, never made it with a lady"
9200,34,Hip Hop/Rap,Run D.M.C.,Walk This W,Till the boys told me somethin' I missed
9201,35,Hip Hop/Rap,Run D.M.C.,Walk This W,Then my next door neighbor with a daughter had a favor
9202,36,Hip Hop/Rap,Run D.M.C.,Walk This W,So I gave her just a little kiss
9203,37,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
9204,39,Hip Hop/Rap,Run D.M.C.,Walk This W,Seesaw swingin' with the boys in the school
9205,40,Hip Hop/Rap,Run D.M.C.,Walk This W,And your feet flyin' up in the air
9206,41,Hip Hop/Rap,Run D.M.C.,Walk This W,"Singin' ""hey diddle diddle"""
9207,42,Hip Hop/Rap,Run D.M.C.,Walk This W,With your kitty in the middle of the swing
9208,43,Hip Hop/Rap,Run D.M.C.,Walk This W,Like you didn't care
9209,44,Hip Hop/Rap,Run D.M.C.,Walk This W,So I took a big chance at the high school dance
9210,45,Hip Hop/Rap,Run D.M.C.,Walk This W,With a missy who was ready to play
9211,46,Hip Hop/Rap,Run D.M.C.,Walk This W,Wasn't me she was foolin'
9212,47,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause she knew what she was doin'
9213,48,Hip Hop/Rap,Run D.M.C.,Walk This W,"When she told me how to walk this way, she told me to"
9214,50,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, talk this way"
9215,51,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9216,52,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
9217,53,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, talk this way"
9218,54,Hip Hop/Rap,Run D.M.C.,Walk This W,Just gimme a kiss
9219,55,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
9220,57,Hip Hop/Rap,The Notorious B.I.G.,Jui,Intro
9221,58,Hip Hop/Rap,The Notorious B.I.G.,Jui,Fuck all y'all hoes
9222,59,Hip Hop/Rap,The Notorious B.I.G.,Jui,Get a grip motherfucker
9223,60,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Yeah, this album is dedicated"
9224,61,Hip Hop/Rap,The Notorious B.I.G.,Jui,To all the teachers that told me I'd never amount to nothing
9225,62,Hip Hop/Rap,The Notorious B.I.G.,Jui,To all the people that lived above the buildings that I was hustling in front of
9226,63,Hip Hop/Rap,The Notorious B.I.G.,Jui,That called the police on me
9227,64,Hip Hop/Rap,The Notorious B.I.G.,Jui,When I was just trying to make some money to feed my daughter
9228,65,Hip Hop/Rap,The Notorious B.I.G.,Jui,And all the niggas in the struggle
